2026-03-11 18:48:48,354 | INFO | Dataset shape: (704, 22)
2026-03-11 18:48:48,354 | INFO | Loaded autism_adult.csv (704, 22)
2026-03-11 18:48:48,365 | INFO | Dataset shape: (292, 22)
2026-03-11 18:48:48,365 | INFO | Loaded autism_child.csv (292, 22)
2026-03-11 18:48:48,386 | INFO | Dataset shape: (104, 22)
2026-03-11 18:48:48,387 | INFO | Loaded autism_adolescent.csv (104, 22)
2026-03-11 18:48:48,408 | INFO | Dataset shape: (1000, 10)
2026-03-11 18:48:48,408 | INFO | Loaded autism_realistic.csv (1000, 10)
2026-03-11 18:48:48,457 | INFO | Saved C:\Users\hp\Desktop\AI Based ASD\data\processed\tabular_features.csv
2026-03-11 18:49:04,442 | INFO | Dataset shape: (704, 22)
2026-03-11 18:49:04,442 | INFO | Loaded autism_adult.csv (704, 22)
2026-03-11 18:49:04,442 | INFO | Dataset shape: (292, 22)
2026-03-11 18:49:04,442 | INFO | Loaded autism_child.csv (292, 22)
2026-03-11 18:49:04,458 | INFO | Dataset shape: (104, 22)
2026-03-11 18:49:04,458 | INFO | Loaded autism_adolescent.csv (104, 22)
2026-03-11 18:49:04,460 | INFO | Dataset shape: (1000, 10)
2026-03-11 18:49:04,460 | INFO | Loaded autism_realistic.csv (1000, 10)
2026-03-11 18:49:04,505 | INFO | Saved C:\Users\hp\Desktop\AI Based ASD\data\processed\tabular_features.csv
2026-03-11 18:53:11,772 | INFO | Dataset shape: (76, 10)
2026-03-11 18:53:11,772 | INFO | Dataset shape: (7, 7)
2026-03-11 18:57:57,524 | INFO | Dataset shape: (76, 10)
2026-03-11 18:57:57,524 | INFO | Dataset shape: (7, 7)
2026-03-11 18:57:57,524 | INFO | Clinical dataset shape: (76, 10)
2026-03-11 18:57:57,524 | INFO | CBCL dataset shape: (7, 7)
2026-03-11 18:57:57,544 | WARNING | No numeric columns found. Skipping scaling.
2026-03-11 18:57:57,547 | INFO | Clinical preprocessing completed
2026-03-11 18:57:57,548 | INFO | Saved: C:\Users\hp\Desktop\AI Based ASD\data\processed\clinical_features.csv
2026-03-11 18:57:57,548 | INFO | Saved: C:\Users\hp\Desktop\AI Based ASD\data\processed\cbcl_features.csv
2026-03-11 18:58:08,620 | INFO | Loaded eye tracking (59, 5)
2026-03-11 18:58:15,590 | INFO | Loaded eye tracking (59, 5)
2026-03-11 19:00:04,617 | INFO | Loaded eye tracking (59, 5)
2026-03-11 19:00:04,617 | INFO | Columns detected: Index(['ParticipantID', 'Gender', 'Age', 'Class', 'CARS Score'], dtype='object')
2026-03-11 19:00:04,620 | INFO | Saved C:\Users\hp\Desktop\AI Based ASD\data\processed\eye_features.csv
2026-03-11 19:01:35,932 | INFO | Loaded motor dataset (273, 20)
2026-03-11 19:01:35,932 | INFO | Columns: ['Unnamed: 0', 'Gender', 'Age', 'Schooling', 'Breastfeeding', 'Varicella', 'Initial_Symptom', 'Mono_or_Polysymptomatic', 'Oligoclonal_Bands', 'LLSSEP', 'ULSSEP', 'VEP', 'BAEP', 'Periventricular_MRI', 'Cortical_MRI', 'Infratentorial_MRI', 'Spinal_Cord_MRI', 'Initial_EDSS', 'Final_EDSS', 'group']
2026-03-11 19:01:35,937 | INFO | Saved motor features -> C:\Users\hp\Desktop\AI Based ASD\data\processed\motor_features.csv
2026-03-11 19:04:24,631 | INFO | Saved C:\Users\hp\Desktop\AI Based ASD\data\processed\multimodal_dataset.csv
2026-03-11 19:07:28,733 | INFO | Random Forest initialized
2026-03-11 19:07:28,733 | INFO | XGBoost initialized
2026-03-11 19:07:28,733 | INFO | SVM initialized
2026-03-11 19:07:28,733 | INFO | LightGBM initialized
2026-03-11 19:07:28,733 | INFO | Training random_forest
